SOURCE,ORG_NAME
 Pine Badges: 1,0x5507963e2afd622bab95844f724e04ceb5789e49
MetricsDAO Academy: 8,0x662ff1d7cdc41842a34824758be65123b3f87a7d
UNDP Web3 for 2030 Programme: 0,0xdf036fbc298f1699f4e3a5b1e55e8f34e58858f9
MetricsDAO Academy: 8,0x70ad3f73ded1bbc878e59da74582c8ded55f5a37
MetricsDAO Academy: 8,0x9a343f6b4fa01e792b74b9e92db61e3a21da6fe4
MetricsDAO: 0,0x04ae8c108743167c7457073ba8c1571fd5d56325
MetricsDAO Academy: 6,0x62ccaafffd2e3b57b9fc4a3fd71ecf1adedc5a76
MetricsDAO Academy: 7,0x049fa027e31206dd10b1ef184e7f564b41eef68f
MetricsDAO Academy: 9,0xd4a1f1ceb0bba420a0d89d47e9204683092162f7
MetricsDAO Academy: 8,0x9f397b2b05c5f58f583dcdf7f5bbea658fb896af
MetricsDAO Academy: 7,0x4a8cc286593108baf494b4467b19523317570084
deciv,Lobby3 Draft Organization
MetricsDAO Academy: 7,mohammadh
OTNs: 0,ilongfornetworkspirituality
OTNs: 0,ilongfornetworkspirituality
OTNs: 4,ilongfornetworkspirituality
MetricsDAO Academy: 12,markski
MetricsDAO Academy: 7,metary
MetricsDAO Academy: 7,metary
OTNs: 0,segwitnitwit
OTNs: 4,segwitnitwit
UTC: 0,segwitnitwit
TalentDAO: 0,web3geo
TalentDAO: 0,web3geo
TalentDAO - Writers Guild: 0,web3geo
cosanostra: 4,0x0754e661972f2c0ba0e38c71a23d763406850fdc
MetricsDAO Academy: 12,0xe557f405afe4d7a66b3466ab9ce561ef671fc109
 Pine Badges: 1,0xa6eeaab3941d5ff9fdae787a42509b536cb0d7cb
MetricsDAO Academy: 8,0x67e7ab27bb0ccb3c1d6e315ec5d599f260b2f57c
MetricsDAO Academy: 0,0x272310a269f5275a624fc7174df8115c7be3ef7a
MetricsDAO Academy: 8,0x8cc531f453ddc5f229db9ca1b13205dfdaf2a854
MetricsDAO Academy: 8,0x3e40de5c19627d5f354f40a34c6c7c1eb33df01c
MetricsDAO Academy: 8,0xb453663e420deded9b4b3cce3ce23dce56b6fb50
MetricsDAO Academy: 8,0xe5e09a912d7e27f5404a4fe6b1b8a6103e3ac4c2
MetricsDAO Academy: 8,0x08b41b5a6b296f4d032d36a4a1568c02bfdb1dc7
MetricsDAO Academy: 8,0x7bc76007632cf3e78a7f35680c4f5883944e1779
Lenstopia: 10,0x72423fe5168185afb26390b5b9709ab58d20e3d8
MetricsDAO Academy: 12,0xb5d0164af828ee8ac5a20b926b3d4439fad50928
MetricsDAO Academy: 7,0x5f1cd8b2d818592454753ab0fe5671aeef9c6457
MetricsDAO Academy: 8,0xfb16cc3c1831da848555155b24f3ceeafb0b55a0
MetricsDAO Academy: 8,0xdcd28d333965a8ce65fce33cae712cc4b8af490a
Taptive: 1,0x1f6b0a17de8ff95958cd73caca7615c3cb87a8fe
MetricsDAO Academy: 8,0xe1b4529e034dfcb4be017a8c31c9aec2011f2004
OFAC Sanctions List: 0,0xd4b88df4d29f5cedd6857912842cff3b20c8cfa3
MetricsDAO Academy: 8,0x9f3a5a019bd9ee3504f6afd5cf96b920aa83c4af
 Pine Badges: 1,0x81dfaf2b017aaf637456ed274a96fcaeb3a4c9d4
MetricsDAO Academy: 8,0xbc1424f0427a051b9cf9d8582009c5139c2c29ab
 Pine Badges: 1,0x6c003bc3ac4b75b53b14ab9ee610a1a8ccb65307
MetricsDAO Academy: 7,0xc2f33415f742ac67aea93038fcba8a63dfe2f040
Pine Challenger: 0,0x1547271fecb335c98c6b32d0d570f4b35368d4d6
MetricsDAO Academy: 8,0xecf8fa864cdc912052a9c5410619ccd0e12451ca
 Pine Badges: 2,0xdee1941840ea7cfa9813306f90359c52ac821ade
MetricsDAO Academy: 7,0xffdb4643c6bdbeed4a79c860d2a965fd2736e765
MetricsDAO Academy: 8,0xaaff9dbe4aba011ac56b48119dc734d7c6a46ca4
MetricsDAO Academy: 7,0x6519f853840d24da73a8c421a5a53cc70ecc6428
MetricsDAO Academy: 7,0xbeshoy
MetricsDAO Academy: 7,0xbeshoy
MetricsDAO Academy: 12,0xbeshoy
MetricsDAO Academy: 7,adriennemoench
MetricsDAO Academy: 7,adriennemoench
SLC DAO: 0,madamcultleader
MetricsDAO Academy: 5,thi-c
MetricsDAO Academy: 1,thi-c
MetricsDAO Academy: 2,thi-c
MetricsDAO Academy: 3,thi-c
MetricsDAO Academy: 0,thi-c
MetricsDAO Academy: 6,thi-c
OTNs: 0,experimintslab
cosanostra: 3,experimintslab
Alpha Badger: 3,experimintslab
UTC: 0,experimintslab
UTC: 1,experimintslab
OTNs: 4,experimintslab
MetricsDAO Academy: 7,0x6d1029c8999ff0ae7fd316e3c98d3050b1469860
MetricsDAO Academy: 7,0x22444006ce087b56a30bd382fcc6867ab1feba69
OFAC Sanctions List: 0,0xdd4c48c0b24039969fc16d1cdf626eab821d3384
MetricsDAO Academy: 7,0x9a4b216d1c555935f32a13c3cea4d519b6b56c02
MetricsDAO Academy: 8,0x55a0b6c10de08c8027a86cad9e6ec1a8264e3ec7
MetricsDAO Academy: 8,0xf6f5467419f412275eea312cb876ed0a20f212e5
MetricsDAO Academy: 7,0xb337d282406f53f25b5d9b0b5e2e641251bbc50c
TalentDAO - Writers Guild: 0,0x8bc0af2a6b8cd27884a32bcb740e0db3d2c90074
MetricsDAO Academy: 5,0x272310a269f5275a624fc7174df8115c7be3ef7a
MetricsDAO Academy: 7,0x3b4d48299b33ac47a78cda32c12b00a261743759
MetricsDAO BB: 0,0xce56393ca6806a3d4e613dfec05fa6588570f2ce
MetricsDAO Academy: 1,0x62ccaafffd2e3b57b9fc4a3fd71ecf1adedc5a76
MetricsDAO Academy: 8,0x7e6b5c8ee548e7957b34fbbc4138a93dc300fe9d
MetricsDAO Academy: 5,0x9592c29fcb676dd65bad30c3a11b1c22d74846df
MetricsDAO Academy: 8,0x5bfa2e5a5c6b7b158d134cd58106aafbebf94d5b
MetricsDAO Academy: 7,0x1bf2bb6babea16a5bf4ecfa058844b81cecae7b1
MetricsDAO Academy: 1,0xd6548235a41c8869d505c5b9df02131b3d619214
MetricsDAO Academy: 7,0x73f0ef90a60909416b714d1ddb646cabd7255a63
PFP Deployer: 0,0x47d353b0085254aeb2c4199a0e849129af11bb95
UNDP Web3 for 2030 Programme: 0,0xdf036fbc298f1699f4e3a5b1e55e8f34e58858f9
UNDP Web3 for 2030 Programme: 0,0xbdc84d648258c6c045019f289270ee9cf596b478
Alpha Badger: 3,0xbeff1228d421177782d6b35f568f58309a18c2a8
OFAC Sanctions List: 0,0xfd8610d20aa15b7b2e3be39b396a1bc3516c7144
MetricsDAO Academy: 8,0x00a622dbbf94a59dcfa9e00aa83c4694c9b05bb5
MetricsDAO Academy: 8,0xdb49ec66f1e91050a9e8315b5a1ce686941260d3
MetricsDAO Academy: 7,0xe7ef95676e4ff31ee442296f80bccd8cb6bb9ee6
MetricsDAO: 0,0xa17e0e2732dde986c5a328277d3e922471f83a11
MetricsDAO Academy: 8,0xa8a39e84daf8cd09ee9aafe8192da0d29b8eacdd
MetricsDAO Academy: 8,0x6dd9d1e0ace2bc5802e13d1bcca2016c8161f219
MetricsDAO Academy: 8,0x968d056d68c60f33675391ff97e6af398e7832b7
uh. cbxm.,uh. cbxm.: 0
uh. cbxm.,uh. cbxm.: 1
Badger Roles,Badger Roles: 0
CantonBadger,CantonBadger: 0
Badger,Badger: 2
Badger,Badger: 3
Pine DAO,Pine DAO: 0
Pine DAO,Pine DAO: 1
Lenstopia: 5,bravobravo
Alpha Badger: 3,coolpointsclub
cosanostra: 2,austinb
UTC: 0,austinb
cosanostra: 4,austinb
OTNs: 4,austinb
CantonBadger: 0,austinb
OTNs: 0,austinb
CantonBadger: 0,austinb
CantonBadger: 0,austinb
CantonBadger: 0,austinb
CantonBadger: 0,austinb
TalentDAO - Research Guild: 0,nemo-phd
MetricsDAO Academy: 1,0xb62b18ee15a250f7561216c0052f1130b9235e9b
MetricsDAO Academy: 3,0xf045fe5f4f2da016f45210fbe83e8fcef550bc94
MetricsDAO Academy: 10,0x5f1cd8b2d818592454753ab0fe5671aeef9c6457
MetricsDAO Academy: 7,0x443484b84bc3dede15bc70b62d1edba30fd4017e
OFAC Sanctions List: 0,0x910cbd523d972eb0a6f4cae4618ad62622b39dbf
MetricsDAO Academy: 8,0x176c324d6bccdfe6c47ac9119ebd73232b098339
MetricsDAO Academy: 12,0xbd8d9c11c2afa2a5d8facc842e6d30f18577a667
Alpha Badger: 3,0x96b03c73bf786c1383df6de9f5084a2d187366a7
MetricsDAO Academy: 7,0xee8e7de493b60bf7a3352a9cd1fa3c686a2664c3
MetricsDAO Academy: 8,0x5c01e6950b6548665889d3d3d7537fb0cb3bd126
MetricsDAO Academy: 12,0x1c37024a22c31302bcf20468c7e7372abbc665cd
MetricsDAO: 0,0x34744dd0fb927366228a2eaee0d142620ff26077
MetricsDAO Academy: 5,0x31bfb24153669b81db2786abb516df121760abbd
MetricsDAO Academy: 7,0xb5b91d3aaa285d62f0267967418de2a27991632e
MetricsDAO Academy: 7,0xf16fd70bac3dc72b0cf5a744c984c64ec3329903
MetricsDAO Academy: 8,0x9a9f1e8e2a43e1444baa85cab7dc3d2d63615bea
MetricsDAO Academy: 12,0x3b4d48299b33ac47a78cda32c12b00a261743759
 Pine Badges: 1,0x553651a3c5fb03edb5a185b1155306fb8b5a59f7
MetricsDAO Academy: 7,0x3f27019cb33e76412cc86788f74989040e2e52cc
MetricsDAO Academy: 8,0x2c674d7cd1d2fa9100ba8d044e1d4fa2030a895b
MetricsDAO Academy: 7,0xf7fc1152b5cc638bf82504aa94d1986d33a6eec4
MetricsDAO: 2,0x3138165f8d21d4869dbd406cd8bc8055cac8fb6e
MetricsDAO Academy: 7,0xaaed9fff9858d48925904e391b77892ba5fda824
MetricsDAO Academy: 7,0x8943328b6b0fa2965c38124ee8402de5da9b91a4
MetricsDAO Academy: 8,0xf5857724d9006613f6f9587cee20d02a0bb75d53
MetricsDAO Academy: 8,0x29e2a25e03f524d59cfcb645112534fcdcef3798
MetricsDAO Academy: 12,0x5072a8af5b898ea347f3e71598883d11ab7b97a6
MetricsDAO Academy: 8,0xceef996a2cc47d2d7b0c9e4ef5dda06fb277d9e8
MetricsDAO Academy: 1,0x0e8dc92d70925cbed566de17e3368c71515d4440
UNDP Web3 for 2030 Programme: 0,0xd288205b17711443d975fa9af391d81d2af46fd2
MetricsDAO Academy: 7,0x6779b3570196edc58ffe1df0e46a11e7786702c4
 Pine Badges: 2,0x64732be9328123f486a814ba71e7368cef51f38f
MetricsDAO Academy: 7,0x1855ac5985c15ed4eb209a6a5b4aa183e4c734cc
MetricsDAO Academy: 7,0x1bb6e2eeeb3b82e9e46032a9896d5f68ceb19f59
MetricsDAO Academy: 8,0x44506e2361fd2d6b139fdc1f1b437837d4a44579
Alpha Badger: 3,amplifidao
MetricsDAO Academy: 7,budds
MetricsDAO Academy: 7,budds
MetricsDAO Academy: 10,0x2e4bd82779667030454478dc10c4e715dd9776fe
airdropdao: 0,0x461d2c579c27c0fe7ef6c35ae3a8400ed968411b
MetricsDAO Academy: 1,0x8cc531f453ddc5f229db9ca1b13205dfdaf2a854
 Pine Badges: 2,0x553651a3c5fb03edb5a185b1155306fb8b5a59f7
Lenstopia: 5,0x12c1d68549e752f044896d8e92f0c7a4f4e79294
Taptive: 0,0xa2b0f152d25754b405b052b8a1360de6d671124c
Pine Citizen: 0,0x2ef81c2c563113d0bb488d6528adc42d40d41fbf
Dune Wizards: 1,0x17c9b1eaf147f05cd07fe931f1bb30d22c6e16ef
Pine DAO: 2,0xb7990f9cb831cd90ba59bcd1d9d51dc446e6ef2f
MetricsDAO Academy: 12,0xd4606d8ba951c6a0f05da86de60f6fe742cc14c1
MetricsDAO Academy: 7,0xe416e02731428c78683039b9f7fb2f24224729c2
MetricsDAO: 2,0xe61f3aea84d7dc7429f46a96b8df767a120159b8
MetricsDAO Academy: 8,0x8513a856a88e63374286d0116c192733444894c0
MetricsDAO Academy: 8,0x546a5cb5c0add53efbc60000644aa70204b20576
MetricsDAO Academy: 8,0xe63e184f565fa51da29b6c004785c608cc754009
MetricsDAO Academy: 6,0x91d1dee862e36b0ee40cddfa2fbf9c2024531d98
MetricsDAO Academy: 7,0x839287fe07ae192291c5e22a9c88840eb329a151
MetricsDAO Academy: 12,0x00c8e0fb2c8ec6ef0f39722e11eb09b8599f0e14
MetricsDAO Academy: 8,0x872f0d04544203a72e6457b3f7307dde080603e5
UNDP Web3 for 2030 Programme: 0,0xdf036fbc298f1699f4e3a5b1e55e8f34e58858f9
MetricsDAO Academy: 0,0xb62b18ee15a250f7561216c0052f1130b9235e9b
MetricsDAO Academy: 7,0x6d1029c8999ff0ae7fd316e3c98d3050b1469860
Pine Citizen: 0,0x6781c5841b7b5e61d0c3afe8bd081f02161ad239
Taptive: 1,0x91885ee9a490f2034f98185639a5fbe68721ca0e
MetricsDAO Academy: 8,0x405ed99e12daf1ee89dbdd1d0d4fd933d63eb13d
MetricsDAO Academy: 12,0x789223f3a31d77e185000819280d56a0565c6a37
OTNs: 5,0xa1f0d113ac3f2a3878b76a1e26226d6572f2c5ac
MetricsDAO Academy: 7,0x32c7177071de1e88074883cb18ce94e2babb9ee1
MetricsDAO: 1,0x33221ad6cf9c12eaeaaf4fc80cc5be20ecab5977
MetricsDAO Academy: 8,0x87b0cf1051fa305d6913cf87b79b08f168517656
Pine Challenger: 0,0x79721a785056ef69b266094c6efb0548584f2d31
Lenstopia: 7,0x83f9821ef8f66708108df75e8adfdffe8427c3a8
OFAC Sanctions List: 0,0x1356c899d8c9467c7f71c195612f8a395abf2f0a
MetricsDAO Academy: 7,0x831de4971d8e5c0db22ca5b2def310e389c03414
🌲pine,Pine Champion
🌲pine,Cantina Pines 
🌲pine,Pine Champion
🌲pine,Pine Champion
🌲pine,Pine Challenger
🌲pine,PineDAO 
🌲pine,Pine
🌲pine,Pine Citizen
🌲pine,Pine DAO
🌲pine, Pine Badges
Dune Wizards,Dune Wizards: 1
Unparsed,Unparsed: 0
Unparsed,Unparsed: 1
Unparsed,Unparsed: 2
UNDP Web3 for 2030 Programme,UNDP Web3 for 2030 Programme: 0
Mountain lovers,Mountain lovers: 0
abcde,abcde: 0
Lobby3 Draft Organization,Lobby3 Draft Organization: 0
MetricsDAO Academy: 7,nigh7
MetricsDAO Academy: 7,nigh7
MetricsDAO Academy: 6,0xc496c35c7545fd595478746fbf34a0d5357045f5
MetricsDAO Academy: 3,0x7cce3bba6f0e39585b527415e0c7ce1f56d2ead3
MetricsDAO Academy: 8,0x13337f969dcbf428b9b0cfe1c249e16eca2b8e08
OFAC Sanctions List: 0,0x0836222f2b2b24a3f36f98668ed8f0b38d1a872f
MetricsDAO Academy: 7,0x408b5efa3f2519f1fb510d6f31b53a15ab51b8fe
MetricsDAO: 0,0x828ab3767d9441e2707d90ea490882dcf7bfb0a7
MetricsDAO Academy: 6,0x9592c29fcb676dd65bad30c3a11b1c22d74846df
MetricsDAO Academy: 12,0x5a69fa2944dc976c9d65f30926167550761a53ba
Pine DAO: 1,0x021b8d868a589aad0dd1297dce136d31b23bdfe7
MetricsDAO Academy: 9,0x6829f2c3cc6331ec477ef5c0a5547a29f505f1f9
MetricsDAO Academy: 8,0x4336b9dda0a56e6558c86c46981c13105211091a
cosanostra: 1,0x0eab50d5cbe0aef20c75e1e0b21c1bcaad08023a
MetricsDAO Academy: 7,0xb98e69a55f7648a455a7afb12adb597a0395e280
MetricsDAO Academy: 8,0x42f5705d62436d7ca1c48f51daf792e7a7aa9156
MetricsDAO Academy: 8,0x54b53b5aa7560657a776b02f6f9f8a5ceac22353
OFAC Sanctions List: 0,0x9ad122c22b14202b4490edaf288fdb3c7cb3ff5e
MetricsDAO: 0,0xe61f3aea84d7dc7429f46a96b8df767a120159b8
MetricsDAO Academy: 8,0xe728ce82d36b72e74679c5e51f0341a3b64a4512
MetricsDAO Academy: 8,0xf13a1b27afbe9ff63d037b96c6295ea1507a0baa
 Pine Badges: 0,0x81dfaf2b017aaf637456ed274a96fcaeb3a4c9d4
MetricsDAO Academy: 8,0x5942d94b6d11a41536ed615a9ee3978ca014c740
MetricsDAO Academy: 8,0x666d6466d3d4c81f1c68195547897f17155bd769
MetricsDAO Academy: 7,0xec66b70c9483d639c5da3960431ffba8c90e3349
OFAC Sanctions List: 0,0x23773e65ed146a459791799d01336db287f25334
OFAC Sanctions List: 0,0x722122df12d4e14e13ac3b6895a86e84145b6967
MetricsDAO Academy: 8,0xfc49703382c1b6a1989571f9ca7e087da71422c6
MetricsDAO Academy: 8,0xbb61670dcff8125c70c93d0235b52683a2936a6d
MetricsDAO Academy: 8,0x9ae706478955360482b3bef45a400872e1cb3bec
MetricsDAO Academy: 8,0x25ff09c0d3d5961c771d96aa2ad5a3fbefdce1a6
MetricsDAO Academy: 8,0x28701c1b0a2380fb6298a08b5d3295f406d70320
MetricsDAO Academy: 7,0x1f57214c8dfa69490b5a5278cd86b6fedda01c07
MetricsDAO Academy: 8,0x4bb3303a53581f6977bbe8077fd766ca0d4ed62c
MetricsDAO Academy: 6,0x4b09afcb9cc034812fce94031b0830d2edbb1b46
MetricsDAO Academy,MetricsDAO Academy: 2
MetricsDAO Academy: 7,andrewsparling
MetricsDAO Academy: 7,andrewsparling
Alpha Badger: 3,rogi
ListenUp: 0,rogi
cosanostra: 4,omkar
Test_Reserve: 0,ivanovski
Alpha Badger: 3,ivanovski
MetricsDAO Academy: 12,offdeblockchain
MetricsDAO Academy: 7,offdeblockchain
MetricsDAO Academy: 8,r4d4r
MetricsDAO Academy: 0,bagelchips
MetricsDAO Academy: 1,bagelchips
MetricsDAO Academy: 2,bagelchips
MetricsDAO Academy: 1,bagelchips
OTNs: 4,0xbills
MetricsDAO Academy: 7,0xbills
OTNs: 0,0xbills
MetricsDAO Academy: 7,0xbills
MetricsDAO: 0,0xbills
MetricsDAO Academy: 12,nm005
MetricsDAO Academy: 7,nm005
MetricsDAO Academy: 8,alikut
MetricsDAO Academy: 8,0x09283c83e84ffe8f8b94d1db3c12f9c6da893a04
MetricsDAO Academy: 7,0xac1802132b161b0eaf9558705a0a2adbed511dbc
MetricsDAO Academy: 5,0xc496c35c7545fd595478746fbf34a0d5357045f5
Pine: 0,0xb7990f9cb831cd90ba59bcd1d9d51dc446e6ef2f
MetricsDAO Academy: 12,0x309c65c98c56c4db478ec67d3d0c91738cbafc36
MetricsDAO Academy: 7,0xcbee27e852123787d1a6830a8162457f074a9f94
MetricsDAO Academy: 8,0xd8fd0e58226383f5a87751bbdfd5b03737971b11
MetricsDAO Academy: 7,0x5f1cd8b2d818592454753ab0fe5671aeef9c6457
MetricsDAO Academy: 12,0xb8e1397c908c7021e69f2494f6dca033fe671dad
MetricsDAO Academy: 9,0xe1ed8a8cd6160f7ac8d597b64ba8ce473577e585
MetricsDAO Academy: 8,0x1bd7aef833b0b5eaf74f1ee6ff4ee781071e430e
MetricsDAO Academy: 8,0x808a6ba2b226605081b7ad87a5c354ccbd23df33
Badger Roles: 0,0x34744dd0fb927366228a2eaee0d142620ff26077
MetricsDAO Academy: 8,0xbb5afea9bfe01742fdd0a5811f21bde7e4420b11
Pine Citizen: 0,0xa6eeaab3941d5ff9fdae787a42509b536cb0d7cb
 Pine Badges: 2,0x412ab72bd3c6715be6ebce6b62a379cf53913091
MetricsDAO Academy: 0,0x2e4bd82779667030454478dc10c4e715dd9776fe
MetricsDAO Academy: 7,0xc9f0cf45117a630e0874df221f93ef767d3bd1f7
MetricsDAO: 1,0x14a3e477a168b2db7617c849c291a169024c46ca
MetricsDAO Academy: 12,0x8cc531f453ddc5f229db9ca1b13205dfdaf2a854
MetricsDAO Academy: 7,0xd167fe8795a04bddcf96c8352c6932a87939fea5
MetricsDAO Academy: 7,0x79a65399d500c4d411fbcb7e58cb873678c911da
MetricsDAO Academy: 8,0x3e7507bfa308bb1484de7483e5035a4d27df190e
Pine Challenger: 0,0x37e229da51d1c1e1bdf05e2c0d3e9493bfd33d6c
 Pine Badges: 0,0x021b8d868a589aad0dd1297dce136d31b23bdfe7
Taptive: 1,0x4e38a66a4bfd2dc41c2422ed688d60b78af943b6
MetricsDAO Academy: 7,0x3e4788c8d6a11962f0f5a8c3e6e81c0e9d47a300
Pine Citizen: 0,0x2ef81c2c563113d0bb488d6528adc42d40d41fbf
 Pine Badges: 2,0x2ef81c2c563113d0bb488d6528adc42d40d41fbf
Pine DAO: 1,0x5507963e2afd622bab95844f724e04ceb5789e49
MetricsDAO Academy: 8,0x8dded51782380268406d4794709d17f7a1e33c52
endutc,PFP Deployer
endutc,Alpha Badger
endutc,Educoin
endutc,Unparsed
endutc,Connor's Hotel
endutc,OTNs
endutc,cosanostra
endutc,MetricsDAO
endutc,Gov Org
endutc,cosanostra
endutc,Test
endutc,rMETRIC
endutc,UTC
endutc,Connor Reviewers
endutc,cosanostra
cryptomatic,MetaRace
cryptomatic,MetaRace
MetricsDAO Academy: 3,mo115
MetricsDAO Academy: 8,mo115
MetricsDAO Academy: 9,mo115
MetricsDAO Academy: 2,mo115
MetricsDAO Academy: 1,mo115
MetricsDAO Academy: 0,mo115
UTC: 0,kenlee
Lenstopia: 5,punkess
Lenstopia: 2,punkess
Lenstopia: 4,punkess
Lenstopia: 3,punkess
Lenstopia: 7,punkess
Lenstopia: 5,punkess
Lenstopia: 5,punkess
Lenstopia: 1,punkess
Lenstopia: 9,punkess
Lenstopia: 8,punkess
Lenstopia: 10,punkess
MetricsDAO Academy: 0,din0x
Alpha Badger: 3,athleticoottawa
Alpha Badger: 1,artghost
Alpha Badger: 3,artghost
Alpha Badger: 3,artghost
Alpha Badger: 3,artghost
MetricsDAO: 0,artghost
UTC: 0,artghost
cosanostra: 3,artghost
MetricsDAO Academy: 8,0xbd9cc51510c42a7e5fcd05c0a565624094483570
MetricsDAO Academy: 8,0x5eb812d2d3b4f224f865d8e6f0f15b42e9cf81ad
MetricsDAO Academy: 9,0xc496c35c7545fd595478746fbf34a0d5357045f5
MetricsDAO Academy: 12,0x7bc76007632cf3e78a7f35680c4f5883944e1779
MetricsDAO Academy: 1,0x17ef9e8e12dde73bbb5cadab4c6ef6b075edcae0
OFAC Sanctions List: 0,0x12d66f87a04a9e220743712ce6d9bb1b5616b8fc
MetricsDAO Academy: 8,0xbd51eae8385a80decef42cc432ed3e6b1cd312ea
MetricsDAO Academy: 0,0xa56cc2cc3fab1a0da80268ea83effbac3daaedc0
DKNY: 0,0xb5e0da89b975d1f611d5e1ce1c4ecfe625b233ea
MetricsDAO Academy: 8,0xb19d2bc2e024752e24f6b7e60663c48d8d27b7ae
MetricsDAO Academy: 8,0x83284ddfd1a1cbd3463548e55e44e6cbf41b1c7c
MetricsDAO Academy: 1,0x9ffdbbb1c9948ca8141f7116459de70c5ef88f35
MetricsDAO Academy: 5,0xbfb0c2944c50d35ab1830135da55def2cf41e1e0
MetricsDAO Academy: 8,0x35c2b0d2ff92c083014324990d52941de045f928
MetricsDAO Academy: 7,0xd4a1f1ceb0bba420a0d89d47e9204683092162f7
MetricsDAO Academy: 8,0x371633f533626cde63e4d9fb11043a9e8c3ed51e
MetricsDAO Academy: 0,0xb68bcf477b2b1ca5bc521ac7b4b5f3cb89accff3
MetricsDAO Academy: 8,0x32d85addfc7d6d9e0eab8e31f98ef280c25450ef
MetricsDAO Academy: 8,0xa2ca3d9b42fc01498a93f4cf0f0a5271044b8ff6
OFAC Sanctions List: 0,0xd21be7248e0197ee08e0c20d4a96debdac3d20af
MetricsDAO Academy: 1,0x6c407f729e18ddfdce61c240a6c93df38fb79537
MetricsDAO Academy: 8,0x16b4208ff1877544caff85d13814b90478e9c7c2
MetricsDAO Academy: 8,0x0799bfaa7c15dd706c1b682ac3fe82676cb24931
Lenstopia: 4,0x7241dddec3a6af367882eaf9651b87e1c7549dff
MetricsDAO Academy: 12,0x4357c39517b7611e3e49d8649e810010967adb77
MetricsDAO Academy: 1,0x89cf4646c40619c5d6adfbf4c43a530b9baf7edd
Pine DAO: 1,0x553651a3c5fb03edb5a185b1155306fb8b5a59f7
MetricsDAO Academy: 12,0xf8b8b5804b5bf6b62ccc5d042a8ca243c1e9e107
OFAC Sanctions List: 0,0xb541fc07bc7619fd4062a54d96268525cbc6ffef
Alpha Badger: 1,0x7e9f71287dd0addfefc14f993119438c89ddba9d
MetricsDAO Academy: 7,0x2819cae55deea3c46d941982c0157801b6770bb1
MetricsDAO Academy: 8,0xb7e53d5c5adb56a162d05845ffa966c43369aac9
MetricsDAO Academy: 8,0x8ef2c249623b8d2263cb142aba2474c11c4dcb17
MetricsDAO Academy: 7,0x020d839f06b504bb6881fb2d52431e8f9d6036b6
MetricsDAO Academy: 8,0xe557f405afe4d7a66b3466ab9ce561ef671fc109
Pine DAO: 1,0xa6eeaab3941d5ff9fdae787a42509b536cb0d7cb
MetricsDAO Academy: 8,0x5d97261ec8e26f2631df1ac8eb6212a090aec092
UNDP Web3 for 2030 Programme: 0,0x5629b6fe1554c1c2ed6e0334cc4cfa8a1dda3edc
UTC: 0,commercials
UTC: 0,kwebb
MetricsDAO Academy: 6,sardius
MetricsDAO Academy: 5,sardius
MetricsDAO Academy: 9,sardius
MetricsDAO Academy: 2,sardius
MetricsDAO Academy: 3,sardius
MetricsDAO Academy: 1,sardius
MetricsDAO Academy: 10,sardius
MetricsDAO Academy: 8,sardius
MetricsDAO Academy: 0,sardius
UTC: 0,fortkickass
MetricsDAO Academy: 6,pickleballguy
MetricsDAO Academy: 0,pickleballguy
MetricsDAO Academy: 2,pickleballguy
MetricsDAO Academy: 5,pickleballguy
MetricsDAO Academy: 3,pickleballguy
MetricsDAO Academy: 8,pickleballguy
MetricsDAO Academy: 1,pickleballguy
MetricsDAO Academy: 8,0x7ba1ded4b4369491c4327c7922da41ee934c416e
MetricsDAO Academy: 7,0x00c8e0fb2c8ec6ef0f39722e11eb09b8599f0e14
MetricsDAO Academy: 12,0x706def248d32cc81784a66cd091cbe37e67ebd93
MetricsDAO Academy: 7,0x60cc89733e04b6c07c6db922b7b835101872af9d
MetricsDAO Academy: 7,0x20a2112d8e35f945b239baeccfeb3b0518af6f24
MetricsDAO Academy: 2,0x7cce3bba6f0e39585b527415e0c7ce1f56d2ead3
MetricsDAO Academy: 7,0x9cc99aa3dd50dc2566731afdc036d86da6bc4105
MetricsDAO Academy: 8,0x95b7d2c1921f3a304696a604513f2721de578b8c
 Pine Badges: 0,0x91707502a8dfdc523f7a6f2c218cc9a52777d5ad
MetricsDAO Academy: 8,0x03bb20ab77ec8f6a85a25252a88139c1d86043e2
MetricsDAO Academy: 12,0xb2c66f28ef95c9dcaa147763ebcbea137266182a
MetricsDAO Academy: 9,0xca0b4fa6acd64026b6695baf0feaf1154d110909
 Pine Badges: 2,0x021b8d868a589aad0dd1297dce136d31b23bdfe7
 Pine Badges: 1,0x021b8d868a589aad0dd1297dce136d31b23bdfe7
MetricsDAO Academy: 8,0x29c746d0c8c6ed8597004336b6677472d927e53a
OFAC Sanctions List: 0,0xb541fc07bc7619fd4062a54d96268525cbc6ffef
MetricsDAO Academy: 8,0x25d00604aa38675e550f0dd2ce911eb3ea6e8455
Pine DAO: 1,0x6781c5841b7b5e61d0c3afe8bd081f02161ad239
Taptive: 1,0x05562052c09a805904a1ad0ece247574d381301b
MetricsDAO: 0,0x94d463c1cfa656a2108dcc76af179f5744b6147e
MetricsDAO Academy: 7,0xb06ce77db9421b22639fcac8c3a2b07def07c58f
MetricsDAO Academy: 7,0x049fa027e31206dd10b1ef184e7f564b41eef68f
MetricsDAO Academy: 9,0xdee1941840ea7cfa9813306f90359c52ac821ade
